0.01,1,2
0.02,1.02,2
0.03,1.0396,2
0.04,1.058808,2
0.05,1.077632,2
0.05999999,1.096079,2
0.06999999,1.114158,2
0.07999999,1.131875,2
0.08999999,1.149237,2
0.09999999,1.166252,2
0.11,1.182927,2
0.12,1.199269,2
0.13,1.215283,2
0.14,1.230978,2
0.15,1.246358,2
0.16,1.261431,2
0.17,1.276202,2
0.18,1.290678,2
0.19,1.304865,2
0.2,1.318767,2
0.21,1.332392,2
0.22,1.345744,2
0.23,1.358829,2
0.24,1.371653,2
0.25,1.38422,2
0.26,1.396535,2
0.27,1.408605,2
0.28,1.420433,2
0.29,1.432024,2
0.3,1.443383,2
0.31,1.454516,2
0.32,1.465425,2
0.33,1.476117,2
0.3399999,1.486595,2
0.3499999,1.496863,2
0.3599999,1.506925,2
0.3699999,1.516787,2
0.3799999,1.526451,2
0.3899999,1.535922,2
0.3999999,1.545204,2
0.4099999,1.5543,2
0.4199999,1.563214,2
0.4299999,1.571949,2
0.4399998,1.58051,2
0.4499998,1.5889,2
0.4599998,1.597122,2
0.4699998,1.60518,2
0.4799998,1.613076,2
0.4899998,1.620815,2
0.4999998,1.628398,2
0.5099998,1.63583,2
0.5199998,1.643114,2
0.5299998,1.650252,2
0.5399998,1.657247,2
0.5499998,1.664102,2
0.5599998,1.67082,2
0.5699998,1.677403,2
0.5799997,1.683855,2
0.5899997,1.690178,2
0.5999997,1.696374,2
0.6099997,1.702447,2
0.6199997,1.708398,2
0.6299997,1.71423,2
0.6399997,1.719945,2
0.6499997,1.725546,2
0.6599997,1.731036,2
0.6699997,1.736415,2
0.6799996,1.741687,2
0.6899996,1.746853,2
0.6999996,1.751916,2
0.7099996,1.756878,2
0.7199996,1.76174,2
0.7299996,1.766505,2
0.7399996,1.771175,2
0.7499996,1.775751,2
0.7599996,1.780236,2
0.7699996,1.784632,2
0.7799996,1.788939,2
0.7899995,1.79316,2
0.7999995,1.797297,2
0.8099995,1.801351,2
0.8199995,1.805324,2
0.8299995,1.809218,2
0.8399995,1.813033,2
0.8499995,1.816773,2
0.8599995,1.820437,2
0.8699995,1.824028,2
0.8799995,1.827548,2
0.8899994,1.830997,2
0.8999994,1.834377,2
0.9099994,1.83769,2
0.9199994,1.840936,2
0.9299994,1.844117,2
0.9399994,1.847235,2
0.9499994,1.85029,2
0.9599994,1.853284,2
0.9699994,1.856219,2
0.9799994,1.859094,2
0.9899994,1.861912,2
0.9999993,1.864674,2
1.009999,1.867381,2
1.019999,1.870033,2
1.029999,1.872632,2
1.039999,1.87518,2
1.049999,1.877676,2
1.059999,1.880123,2
1.069999,1.88252,2
1.079999,1.88487,2
1.089999,1.887172,2
1.099999,1.889429,2
1.109999,1.89164,2
1.119999,1.893808,2
1.129999,1.895931,2
1.139999,1.898013,2
1.149999,1.900053,2
1.159999,1.902052,2
1.169999,1.904011,2
1.179999,1.90593,2
1.189999,1.907812,2
1.199999,1.909655,2
1.209999,1.911462,2
1.219999,1.913233,2
1.229999,1.914968,2
1.239999,1.916669,2
1.249999,1.918336,2
1.259999,1.919969,2
1.269999,1.92157,2
1.279999,1.923138,2
1.289999,1.924675,2
1.299999,1.926182,2
1.309999,1.927658,2
1.319999,1.929105,2
1.329999,1.930523,2
1.339999,1.931912,2
1.349999,1.933274,2
1.359999,1.934609,2
1.369999,1.935917,2
1.379999,1.937198,2
1.389999,1.938454,2
1.399999,1.939685,2
1.409999,1.940891,2
1.419999,1.942074,2
1.429999,1.943232,2
1.439999,1.944367,2
1.449999,1.94548,2
1.459999,1.946571,2
1.469999,1.947639,2
1.479999,1.948686,2
1.489999,1.949713,2
1.499999,1.950718,2
1.509999,1.951704,2
1.519999,1.95267,2
1.529999,1.953617,2
1.539999,1.954544,2
1.549999,1.955453,2
1.559999,1.956344,2
1.569999,1.957217,2
1.579999,1.958073,2
1.589999,1.958912,2
1.599999,1.959733,2
1.609999,1.960539,2
1.619999,1.961328,2
1.629999,1.962101,2
1.639999,1.962859,2
1.649999,1.963602,2
1.659999,1.96433,2
1.669999,1.965043,2
1.679999,1.965743,2
1.689999,1.966428,2
1.699999,1.967099,2
1.709999,1.967757,2
1.719999,1.968402,2
1.729999,1.969034,2
1.739999,1.969653,2
1.749999,1.97026,2
1.759999,1.970855,2
1.769999,1.971438,2
1.779999,1.972009,2
1.789999,1.972569,2
1.799999,1.973117,2
1.809999,1.973655,2
1.819999,1.974182,2
1.829999,1.974698,2
1.839999,1.975204,2
1.849999,1.9757,2
1.859999,1.976186,2
1.869999,1.976663,2
1.879999,1.977129,2
1.889999,1.977587,2
1.899999,1.978035,2
1.909999,1.978474,2
1.919999,1.978905,2
1.929999,1.979327,2
1.939999,1.97974,2
1.949998,1.980145,2
1.959998,1.980542,2
1.969998,1.980931,2
1.979998,1.981313,2
1.989998,1.981686,2
1.999998,1.982053,2
2.009999,1.982412,2
2.019999,1.982763,2
2.029999,1.983108,2
2.039999,1.983446,2
2.049999,1.983777,2
2.059999,1.984102,2
2.069999,1.984419,2
2.079998,1.984731,2
2.089998,1.985036,2
2.099998,1.985336,2
2.109998,1.985629,2
2.119998,1.985916,2
2.129998,1.986198,2
2.139998,1.986474,2
2.149998,1.986745,2
2.159998,1.98701,2
2.169998,1.98727,2
2.179998,1.987524,2
2.189998,1.987774,2
2.199998,1.988018,2
2.209998,1.988258,2
2.219998,1.988493,2
2.229998,1.988723,2
2.239998,1.988948,2
2.249998,1.989169,2
2.259998,1.989386,2
2.269998,1.989598,2
2.279998,1.989806,2
2.289998,1.99001,2
2.299998,1.99021,2
2.309998,1.990406,2
2.319998,1.990598,2
2.329998,1.990786,2
2.339998,1.99097,2
2.349998,1.99115,2
2.359998,1.991328,2
2.369998,1.991501,2
2.379998,1.991671,2
2.389998,1.991838,2
2.399998,1.992001,2
2.409998,1.992161,2
2.419998,1.992317,2
2.429998,1.992471,2
2.439998,1.992622,2
2.449998,1.992769,2
2.459998,1.992914,2
2.469998,1.993056,2
2.479998,1.993194,2
2.489998,1.993331,2
2.499998,1.993464,2
2.509998,1.993595,2
2.519998,1.993723,2
2.529998,1.993848,2
2.539998,1.993971,2
2.549998,1.994092,2
2.559998,1.99421,2
2.569998,1.994326,2
2.579998,1.994439,2
2.589998,1.994551,2
2.599998,1.99466,2
2.609998,1.994766,2
2.619998,1.994871,2
2.629998,1.994974,2
2.639998,1.995074,2
2.649998,1.995173,2
2.659998,1.995269,2
2.669998,1.995364,2
2.679998,1.995456,2
2.689998,1.995547,2
2.699998,1.995636,2
2.709998,1.995724,2
2.719998,1.995809,2
2.729998,1.995893,2
2.739998,1.995975,2
2.749998,1.996055,2
2.759998,1.996134,2
2.769998,1.996212,2
2.779998,1.996288,2
2.789998,1.996362,2
2.799998,1.996435,2
2.809998,1.996506,2
2.819998,1.996576,2
2.829998,1.996644,2
2.839998,1.996711,2
2.849998,1.996777,2
2.859998,1.996842,2
2.869998,1.996905,2
2.879998,1.996967,2
2.889998,1.997027,2
2.899998,1.997087,2
2.909998,1.997145,2
2.919998,1.997202,2
2.929998,1.997258,2
2.939998,1.997313,2
2.949998,1.997367,2
2.959998,1.997419,2
2.969998,1.997471,2
2.979998,1.997522,2
2.989998,1.997571,2
2.999998,1.99762,2
3.009998,1.997667,2
3.019998,1.997714,2
3.029998,1.99776,2
3.039998,1.997804,2
3.049998,1.997848,2
3.059998,1.997891,2
3.069998,1.997934,2
3.079998,1.997975,2
3.089998,1.998015,2
3.099998,1.998055,2
3.109998,1.998094,2
3.119998,1.998132,2
3.129997,1.998169,2
3.139997,1.998206,2
3.149997,1.998242,2
3.159997,1.998277,2
3.169997,1.998312,2
3.179997,1.998345,2
3.189997,1.998378,2
3.199997,1.998411,2
3.209997,1.998443,2
3.219997,1.998474,2
3.229997,1.998504,2
3.239997,1.998534,2
3.249997,1.998564,2
3.259997,1.998592,2
3.269997,1.99862,2
3.279997,1.998648,2
3.289997,1.998675,2
3.299997,1.998701,2
3.309997,1.998727,2
3.319997,1.998753,2
3.329997,1.998778,2
3.339997,1.998802,2
3.349997,1.998826,2
3.359997,1.99885,2
3.369997,1.998873,2
3.379997,1.998895,2
3.389997,1.998917,2
3.399997,1.998939,2
3.409997,1.99896,2
3.419997,1.998981,2
3.429997,1.999001,2
3.439997,1.999021,2
3.449997,1.999041,2
3.459997,1.99906,2
3.469997,1.999079,2
3.479997,1.999097,2
3.489997,1.999115,2
3.499997,1.999133,2
3.509997,1.99915,2
3.519997,1.999167,2
3.529997,1.999184,2
3.539997,1.9992,2
3.549997,1.999216,2
3.559997,1.999232,2
3.569997,1.999247,2
3.579997,1.999262,2
3.589997,1.999277,2
3.599997,1.999292,2
3.609997,1.999306,2
3.619997,1.99932,2
3.629997,1.999333,2
3.639997,1.999346,2
3.649997,1.99936,2
3.659997,1.999372,2
3.669997,1.999385,2
3.679997,1.999397,2
3.689997,1.999409,2
3.699997,1.999421,2
3.709997,1.999433,2
3.719997,1.999444,2
3.729997,1.999455,2
3.739997,1.999466,2
3.749997,1.999477,2
3.759997,1.999487,2
3.769997,1.999497,2
3.779997,1.999507,2
3.789997,1.999517,2
3.799997,1.999527,2
3.809997,1.999536,2
3.819997,1.999546,2
3.829997,1.999555,2
3.839997,1.999564,2
3.849997,1.999572,2
3.859997,1.999581,2
3.869997,1.999589,2
3.879997,1.999597,2
3.889997,1.999606,2
3.899997,1.999613,2
3.909997,1.999621,2
3.919997,1.999629,2
3.929997,1.999636,2
3.939997,1.999643,2
3.949997,1.999651,2
3.959997,1.999658,2
3.969997,1.999664,2
3.979997,1.999671,2
3.989997,1.999678,2
3.999997,1.999684,2
4.009997,1.99969,2
4.019997,1.999697,2
4.029997,1.999703,2
4.039998,1.999709,2
4.049998,1.999714,2
4.059998,1.99972,2
4.069998,1.999726,2
4.079998,1.999731,2
4.089999,1.999737,2
4.099999,1.999742,2
4.109999,1.999747,2
4.119999,1.999752,2
4.13,1.999757,2
4.14,1.999762,2
4.15,1.999767,2
4.16,1.999771,2
4.170001,1.999776,2
4.180001,1.99978,2
4.190001,1.999785,2
