1,1.865782,2
2,1.985589,2
2.999999,1.998453,2
3.999998,1.999834,2
4.999998,1.999982,2
5.999997,1.16777,1
6.999996,1.018014,1
7.999995,1.001934,1
8.999998,1.000208,1
10,1.000022,1
11.00001,2.731567,3
12.00001,2.971177,3
13.00001,2.996905,3
14.00002,2.999668,3
15.00002,2.999964,3
