0.09999999,1.166252,1.16519441870867,2
0.2,1.318767,1.31723561552045,2
0.3,1.443383,1.44422450547986,2
0.3999999,1.545204,1.5429346646226,2
0.4999998,1.628398,1.62763253216382,2
0.5999997,1.696374,1.69619043195491,2
0.6999996,1.751916,1.74998181908325,2
0.7999995,1.797297,1.79707710016765,2
0.8999994,1.834377,1.83465210803533,2
0.9999993,1.864674,1.86349579519091,2
1.099999,1.889429,1.88739564738984,2
1.199999,1.909655,1.90991347478444,2
1.299999,1.926182,1.92594112974356,2
1.399999,1.939685,1.94033626755554,2
1.499999,1.950718,1.95106788594382,2
1.599999,1.959733,1.96039407853525,2
1.699999,1.967099,1.96746461295552,2
1.799999,1.973117,1.97327852436087,2
1.899999,1.978035,1.97839063301225,2
1.999998,1.982053,1.98256599464644,2
2.099998,1.985336,1.98564091854061,2
2.199998,1.988018,1.98963240945391,2
2.299998,1.99021,1.99020902762892,2
2.399998,1.992001,1.99036162660329,2
2.499998,1.993464,1.99336623634537,2
2.599998,1.99466,1.99644879017513,2
2.699998,1.995636,1.99669442625698,2
2.799998,1.996435,1.99550316619774,2
2.899998,1.997087,1.9955985399546,2
2.999998,1.99762,1.99947050605097,2
3.099998,1.998055,1.99567974053815,2
3.199997,1.998411,1.99828271457071,2
3.299997,1.998701,1.99843493294167,2
3.399997,1.998939,1.99674081281589,2
3.499997,1.999133,1.9994011617547,2
3.599997,1.999292,1.99936757816087,2
3.699997,1.999421,2.00149511299453,2
3.799997,1.999527,2.00061256550924,2
3.899997,1.999613,2.00139503677325,2
3.999997,1.999684,2.00026947739776,2
4.099999,1.999742,1.99859436051493,2
4.200001,1.999789,1.99907871148896,2
4.300004,1.999828,2.0014745939655,2
4.400006,1.999859,1.99776417872851,2
4.500008,1.999885,2.00036310198503,2
4.60001,1.999906,2.00103751530053,2
4.700013,1.999923,2.00042447326006,2
4.800015,1.999937,1.99915594639406,2
4.900017,1.999949,2.0001783558831,2
5.00002,1.999958,2.00008391858032,2
5.100022,1.833714,1.83488647972057,1
5.200024,1.681205,1.68217155878092,1
5.300026,1.556594,1.55731809709171,1
5.400029,1.454778,1.45441952355908,1
5.500031,1.371587,1.37252559135993,1
